"weekday","hour","useragent","region","city","adexchange","domain","slotid","slotwidth","slotheight","slotvisibility","slotformat","slotprice","creative","keypage","click"
"6","19","windows_ie","164","164","2","lFMvqup0dNmsXMqs5SqfNX","1116850076","300","250","2","0","5","00fccc64a1ee2809348509b7ac2a97a5","b2e35064f3549d447edbbdfb1f707c8c","0"
"5","23","windows_ie","216","231","3","5F1RQS9rg5scFsf","ALLINONE_F_Width1","1000","90","0","0","70","86c2543527c86a893d4d4f68810a0416","43f4a37f42a7c5e6219e2601b26c6976","0"
"5","0","windows_maxthon","238","242","3","trqRTuSyQ9SvF9KbuKz","discuz_3007741_005","728","90","0","0","20","b90c12ed2bd7950c6027bf9c6937c48a","43f4a37f42a7c5e6219e2601b26c6976","0"
"0","11","windows_ie","15","16","1","DFpETuxoGQdcFNKbuKz","mm_10024662_3445902_11178345","336","280","2","1","0","77819d3e0b3467fe5c7b16d68ad923a1","bebefa5efe83beee17a3d245e7c5085b","0"
"6","8","windows_ie","40","52","1","6OkxTuuxOeBs1m58uG","mm_12761813_1803788_9079497","300","250","2","1","0","449a22cd91d9042eda3d3a1b89a22ea8","0f951a030abdaedd733ee8d114ce2944","0"
"2","14","windows_ie","80","91","1","trqRTvFRLpscFU","mm_10027070_2459574_9659312","160","600","2","1","0","cb7c76e7784031272e37af8e7e9b062c","bebefa5efe83beee17a3d245e7c5085b","0"
"0","14","windows_ie","55","57","3","3SCYZrn0Qo18XMB4JKTI","discuz_18316225_005","728","90","0","0","20","b90c12ed2bd7950c6027bf9c6937c48a","43f4a37f42a7c5e6219e2601b26c6976","0"
"6","10","windows_chrome","94","97","1","trqRTvpoXQ1mjM1oaF9rqxMzmw","mm_31442535_2978450_10307953","300","250","1","1","0","d881a6c788e76c2c27ed1ef04f119544","d29e59bf0f7f8243858b8183f14d4412","0"
"4","17","windows_ie","80","88","2","trqRTvu-QoN81m58uG","2693913177","336","280","2","0","5","13606a7c541dcd9ca1948875a760bb31","d29e59bf0f7f8243858b8183f14d4412","0"
"3","18","windows_chrome","80","84","1","trqRTvFoMNmIFY5SaMpENpn","mm_10029307_121417_10790029","336","280","2","1","0","77819d3e0b3467fe5c7b16d68ad923a1","bebefa5efe83beee17a3d245e7c5085b","0"
"2","16","windows_firefox","216","230","2","519SqyTajq1SXqKfadpEN0","1228967096","728","90","2","0","5","48f2e9ba15708c0146bda5e1dd653caa","bebefa5efe83beee17a3d245e7c5085b","0"
"5","10","windows_ie","2","2","2","tKFXe19-gINEJ9KbuKz","4149549184","160","600","2","0","5","62f7f9a6dca2f80cc00f17dcda730bc1","b2e35064f3549d447edbbdfb1f707c8c","0"
"4","13","windows_ie","1","1","3","5F1RQS9rg5scFsf","News_F_Width1","1000","90","0","0","80","0cd33fcb336655841d3e1441b915748d","c8758e8658b05bc3a88af7b37bdf0575","0"
"1","18","windows_ie","276","277","2","13625cb070ffb306b425cd803c4b7ab4","2536830969","728","90","OtherView","Na","221","10719","null","0"
"6","5","windows_ie","216","217","3","7f24b61d84ebf998424e78786b477182","discuz_18787367_001","960","90","Na","Na","20","7335","null","0"
"1","11","windows_ie","124","124","2","5OC-q5uvgN171m58uG","4017603800","336","280","2","0","5","f65c8bdb41e9015970bac52baa813239","9be83422522025c09a44593ecd1af8ca","0"
"3","23","windows_ie","276","282","2","trqRTvdWBZq-wqKbuKz","2757024299","728","90","1","0","5","7184c9560e68e977187e67e45a4f3198","0f951a030abdaedd733ee8d114ce2944","0"
"3","0","windows_ie","146","150","2","trqRTvduGTNvFhmh5SqW","340062208","160","600","2","0","5","cb7c76e7784031272e37af8e7e9b062c","bebefa5efe83beee17a3d245e7c5085b","0"
"4","8","windows_ie","15","21","1","trqRTumyMqc7gsz","mm_25709592_2363633_11255397","300","250","2","1","0","00fccc64a1ee2809348509b7ac2a97a5","b2e35064f3549d447edbbdfb1f707c8c","0"
"5","10","windows_ie","374","382","3","5F1RQS9rg5scFsf","News_Width6","960","90","0","0","50","e049ebe262e20bed5f9b975208db375b","d4fc4aa65f6670f7fea6862f27084fbc","0"
"1","20","windows_chrome","94","95","3","7ed515fe566938ee6cfbb6ebb7ea4995","Sports_F_Upright","300","250","Na","Na","10","10722","null","0"
"6","17","windows_ie","216","217","3","dd4270481b753dde29898e27c7c03920","ALLINONE_F_Width1","1000","90","Na","Na","70","12633","null","0"
"4","14","windows_chrome","164","169","1","51FNTudNBqsvjMmfvspENpn","mm_10012236_2810451_10618521","300","250","2","1","0","e1af08818a6cd6bbba118bb54a651961","a5d0bde104fea52ea466c77b37948424","0"
"5","13","windows_chrome","333","337","1","1f0ccf148010fa49de9ddea52db3ebef","mm_32538462_3424141_11252014","300","250","Na","Na","0","12622","null","0"
"2","5","windows_ie","216","217","2","b3debf1265c0574133eeed3a657d4f9b","2415951095","250","250","OtherView","Na","63","7321","null","0"
"6","23","windows_ie","216","233","1","trqRTJB8XN1N1m58uG","mm_11029759_2321526_9741081","950","90","2","1","0","23d6dade7ed21cea308205b37594003e","b2e35064f3549d447edbbdfb1f707c8c","0"
"4","17","windows_chrome","27","28","2","519SqyTajq1SXqKfadpEN0","1228967096","728","90","2","0","5","48f2e9ba15708c0146bda5e1dd653caa","bebefa5efe83beee17a3d245e7c5085b","0"
"4","10","windows_ie","216","219","3","31xSTvprdN1RFt","Ent_F_Width1","1000","90","0","0","70","832b91d59d0cb5731431653204a76c0e","bebefa5efe83beee17a3d245e7c5085b","0"
"5","12","windows_ie","368","370","2","trqRTuMvjTN7X9KbuKz","2483895242","160","600","0","0","140","62f7f9a6dca2f80cc00f17dcda730bc1","b2e35064f3549d447edbbdfb1f707c8c","0"
"1","15","windows_chrome","65","75","3","31xSTvprdN1RFt","ALLINONE_F_Width2","1000","90","0","0","50","832b91d59d0cb5731431653204a76c0e","bebefa5efe83beee17a3d245e7c5085b","0"
"1","7","windows_ie","0","0","1","32891a14f72e4f88451e349ed095ba41","mm_26632206_2690592_10599267","300","250","OtherView","Na","0","12622","null","0"
"3","15","windows_ie","216","219","3","ersbQv1RdoTy1m58uG","ALLINONE_F_Width1","1000","90","0","0","70","c46090c887c257b61ab1fa11baee91d8","0f951a030abdaedd733ee8d114ce2944","0"
"4","20","windows_ie","201","205","3","DDTSQuf0MTTNaqKIvMpENpn","Astro_F_Rectangle","300","250","0","0","10","44966cc8da1ed40c95d59e863c8c75f0","43f4a37f42a7c5e6219e2601b26c6976","0"
"6","1","windows_ie","1","1","1","trqRTuMyQqNswMz4JKTI","mm_34022157_3453867_11223634","300","250","2","1","0","911b2d84826786018761e8c0b0a3a60c","d29e59bf0f7f8243858b8183f14d4412","0"
"1","18","windows_chrome","333","334","2","trqRTJk9dN1RFt","3922653904","300","250","2","0","5","44966cc8da1ed40c95d59e863c8c75f0","361e128affece850342293213691a043","0"
"4","10","windows_ie","80","84","1","5OC-q5uvgN171m58uG","mm_10024662_3445902_11178374","336","280","2","1","0","13606a7c541dcd9ca1948875a760bb31","d29e59bf0f7f8243858b8183f14d4412","0"
"2","0","windows_chrome","275","275","2","trqRTvprjqKI1m58uG","1080406152","160","600","2","0","5","cb7c76e7784031272e37af8e7e9b062c","bebefa5efe83beee17a3d245e7c5085b","0"
"4","9","windows_ie","216","217","2","lKSjQS9wXQNYjYB4JKTI","4120897420","250","250","0","0","5","c936045d792f6ea3aa22d86d93f5cf23","d29e59bf0f7f8243858b8183f14d4412","0"
"4","21","windows_chrome","374","399","3","ersbQv1RdoTy1m58uG","Sports_NBA_Width1A","1000","90","0","0","70","86c2543527c86a893d4d4f68810a0416","43f4a37f42a7c5e6219e2601b26c6976","0"
"5","22","windows_ie","164","178","4","abf71afb253e42ed5ccd7ccccdcb4d00","9223372032560113938","336","280","SecondView","Na","0","10720","null","0"
"1","21","windows_ie","106","109","4","698616ca7c67fbe042ef4512b44878d0","9223372032560981263","960","90","FirstView","Na","0","10717","null","0"
"4","16","windows_chrome","216","217","2","trqRTuFyM91mXqK4wJB","3963866471","250","250","2","0","5","8dff45ed862a740986dbe688aafee7e5","15b749127478946f161a54dc0dad27c8","0"
"1","21","windows_chrome","15","15","2","ac4a2b290ff61f871f526ea3c74b67c9","1989764507","728","90","FirstView","Na","5","10719","null","0"
"5","20","windows_chrome","124","125","2","trqRTv50BoL7gspy","3473862000","336","280","0","0","5","f49541b4e0999d0c934ee3eea142a60e","0f951a030abdaedd733ee8d114ce2944","0"
"1","14","windows_ie","216","219","3","369fbd5dd0636d8b3e8199bf027854b1","discuz_18316225_005","728","90","Na","Na","20","7330","null","0"
"2","10","windows_ie","216","219","3","c686bfc01abf7688c42989656316a8ea","ALLINONE_F_Width1","1000","90","Na","Na","70","7336","null","0"
"0","16","windows_ie","146","159","3","369fbd5dd0636d8b3e8199bf027854b1","discuz_18316225_009","120","240","Na","Na","20","12610","null","0"
"6","17","windows_ie","15","16","3","ersbQv1RdoTy1m58uG","ALLINONE_F_Width1","1000","90","0","0","70","832b91d59d0cb5731431653204a76c0e","bebefa5efe83beee17a3d245e7c5085b","0"
"3","23","windows_ie","216","217","2","trqRTu1JBNNvXOB4uSFK","3813055282","160","600","2","0","5","cb7c76e7784031272e37af8e7e9b062c","bebefa5efe83beee17a3d245e7c5085b","0"
"3","12","windows_ie","79","79","1","DFpETuxoGQdcFNKbuKz","mm_10024662_3445902_11178345","336","280","2","1","0","77819d3e0b3467fe5c7b16d68ad923a1","bebefa5efe83beee17a3d245e7c5085b","0"
"5","17","windows_ie","374","375","3","3FKElpuEMusyJqKbuKz","ALLINONE_F_Width1","1000","90","0","0","70","832b91d59d0cb5731431653204a76c0e","bebefa5efe83beee17a3d245e7c5085b","0"
"1","13","windows_chrome","0","0","1","trqRTu1YP5scFsf","mm_10075660_3500949_11453278","950","90","0","1","0","fa8f0532dd5144b5fa748459e8d90b49","0f951a030abdaedd733ee8d114ce2944","0"
"2","10","windows_chrome","80","92","1","trqRTuuYGqqo1m54","mm_10062955_2080911_11339377","336","280","0","1","0","ff5123fb9333ca095034c62fdaaf51aa","361e128affece850342293213691a043","0"
"3","0","windows_chrome","94","95","1","trqRTvp8gIc7gspy","mm_33208362_3404787_11119183","160","600","2","1","0","dba9860463419dcd6c1b0152dfe7314c","d29e59bf0f7f8243858b8183f14d4412","0"
"5","15","windows_ie","80","90","3","trqRTvdyMN57J9K8vSc","discuz_18695073_006","960","90","0","0","20","fb5afa9dba1274beaf3dad86baf97e89","bebefa5efe83beee17a3d245e7c5085b","0"
"4","11","windows_chrome","164","173","1","trqRTJkrBoq7JsNr5SqfNX","mm_34022157_3445226_11175096","336","280","2","1","0","77819d3e0b3467fe5c7b16d68ad923a1","bebefa5efe83beee17a3d245e7c5085b","0"
"1","18","windows_ie","134","135","2","trqRTJkIXTz7gspy","3124650700","728","90","2","0","5","59f065a795a663140e36eec106464524","f4a09c06b67d0fcce088ee6e86ca052a","0"
"5","18","windows_ie","80","81","2","DFpETuFygZl7gspy","3721625973","250","250","2","0","39","8dff45ed862a740986dbe688aafee7e5","15b749127478946f161a54dc0dad27c8","0"
"0","8","windows_ie","368","371","3","5F1RQS9rg5scFsf","ALLINONE_F_Width1","1000","90","0","0","70","0cd33fcb336655841d3e1441b915748d","c8758e8658b05bc3a88af7b37bdf0575","0"
"1","18","windows_ie","216","221","3","3FKElpuEMusyJqKbuKz","ALLINONE_F_Width1","1000","90","0","0","70","832b91d59d0cb5731431653204a76c0e","bebefa5efe83beee17a3d245e7c5085b","0"
"4","9","windows_ie","134","139","1","trqRTvFRLpscFU","mm_10027070_2459574_9659312","160","600","2","1","0","47905feeb59223468fb898b3c9ac024d","361e128affece850342293213691a043","0"
"2","14","windows_chrome","0","0","1","trqRTum7GZdvFMC4JKTI","mm_10434550_2357300_11000217","728","90","0","1","0","48f2e9ba15708c0146bda5e1dd653caa","bebefa5efe83beee17a3d245e7c5085b","0"
"2","16","windows_ie","146","147","1","5197l55wMIa7gmd8wSFWUKT_-oa","mm_13087935_2078460_8374314","300","250","1","1","0","e1af08818a6cd6bbba118bb54a651961","a5d0bde104fea52ea466c77b37948424","0"
"6","18","windows_ie","0","0","1","trqRTJaSBTl7gspy","mm_10065787_2457845_9426050","160","600","2","1","0","cb7c76e7784031272e37af8e7e9b062c","bebefa5efe83beee17a3d245e7c5085b","0"
"2","11","windows_ie","27","27","3","3043163ba84753b4b51dd3290caeae67","tips_F_Width2","1000","90","Na","Na","50","10734","null","0"
"2","0","windows_chrome","124","127","1","3r1gleFyMuscFsf","mm_34022157_3453867_11223634","300","250","2","1","0","911b2d84826786018761e8c0b0a3a60c","d29e59bf0f7f8243858b8183f14d4412","0"
"1","23","windows_ie","146","148","2","aedc85a495b5fc0aaa4f5ac9254b7372","3175797632","120","600","OtherView","Na","180","10723","null","0"
"6","20","windows_ie","40","42","3","5F1RQS9rg5scFsf","News_Width5","960","90","0","0","50","54c6e2569e059cf336f7e7742b44c3ba","0f951a030abdaedd733ee8d114ce2944","0"
"4","0","windows_ie","2","2","2","tMxuGeKydN1RFt","3419698597","728","90","0","0","5","59f065a795a663140e36eec106464524","f4a09c06b67d0fcce088ee6e86ca052a","0"
"5","10","windows_chrome","1","1","3","79a8816bf916f6e761143c4f8a826fd","Finance_GGCX_F_GPJJ_ZQ1","180","600","Na","Na","20","12615","null","0"
"4","17","windows_ie","3","3","3","31xSTvprdN1RFt","Ent_F_bottom_Width","1000","90","0","0","20","d01411218cc79bc49d2a4078c4093b76","b2e35064f3549d447edbbdfb1f707c8c","0"
"5","19","windows_ie","216","223","1","trqRTu1YP5scFsf","mm_10075660_3500949_11453278","950","90","0","1","0","fa8f0532dd5144b5fa748459e8d90b49","0f951a030abdaedd733ee8d114ce2944","0"
"4","11","windows_ie","201","208","1","5F97t5E0BTK7XhNrUMpENpn","mm_10027070_118039_10308280","160","600","2","1","0","dba9860463419dcd6c1b0152dfe7314c","d29e59bf0f7f8243858b8183f14d4412","0"
"1","22","windows_chrome","275","275","2","null","763082578","250","250","1","0","5","f1691b7571803d5a46adcb1f39f94d44","d29e59bf0f7f8243858b8183f14d4412","0"
"2","16","windows_ie","201","214","4","f63e4ce8ae2e309da784380797606e19","9223372032560455521","728","90","FirstView","Na","30","10719","null","0"
"2","12","windows_ie","183","186","3","31drTvprdN1RFt","Edu_F_Width1","1000","90","0","0","50","86c2543527c86a893d4d4f68810a0416","43f4a37f42a7c5e6219e2601b26c6976","0"
"5","10","windows_chrome","94","95","2","trqRTu5wBqFoggL4JKTI","529231546","728","90","2","0","5","59f065a795a663140e36eec106464524","f4a09c06b67d0fcce088ee6e86ca052a","0"
"6","21","windows_ie","216","236","3","ersbQv1RdoTy1m58uG","ALLINONE_F_Width1","1000","90","0","0","70","86c2543527c86a893d4d4f68810a0416","43f4a37f42a7c5e6219e2601b26c6976","0"
"0","9","windows_chrome","94","100","3","5F1RQS9rg5scFsf","News_F_Rectangle","300","250","0","0","80","44966cc8da1ed40c95d59e863c8c75f0","43f4a37f42a7c5e6219e2601b26c6976","0"
"4","17","windows_ie","3","5","1","8af75f173b5d7ef8230998d3c65a7556","mm_13833818_1957933_9020498","300","250","OtherView","Na","0","10722","null","0"
"4","18","windows_chrome","216","217","1","5d70902f6c9931b91065b91d01030aa1","mm_31632162_3175856_10510869","300","250","ThirdView","Na","0","7323","null","0"
"5","17","windows_chrome","216","217","2","null","451460086","250","250","0","0","5","2abc9eaf57d17a96195af3f63c45dc72","bebefa5efe83beee17a3d245e7c5085b","0"
"6","13","windows_chrome","201","214","2","trqRTuMvjTN7X9KbuKz","3195670606","728","90","0","0","59","4b724cd63dfb905ebcd54e64572c646d","b2e35064f3549d447edbbdfb1f707c8c","0"
"4","22","mac_safari","164","180","1","5F97t5E0BTK7XhNrUMpENpn","mm_10027070_118039_10308280","160","600","2","1","0","cb7c76e7784031272e37af8e7e9b062c","bebefa5efe83beee17a3d245e7c5085b","0"
"1","22","windows_chrome","106","107","1","trqRTvqEQxscFsf4JKn","mm_29204191_2561511_9520792","300","250","2","1","0","911b2d84826786018761e8c0b0a3a60c","d29e59bf0f7f8243858b8183f14d4412","0"
"6","13","windows_chrome","27","27","3","dd4270481b753dde29898e27c7c03920","Ent_F_Rectangle","300","250","Na","Na","70","12622","null","0"
"1","22","windows_ie","275","275","2","null","189624444","250","250","2","0","4","f1691b7571803d5a46adcb1f39f94d44","d29e59bf0f7f8243858b8183f14d4412","0"
"2","3","windows_ie","298","301","1","3f3466559a81a68163be06b585b43da","mm_12737494_1726204_10717637","300","250","FourthView","Na","0","10722","null","0"
"0","14","windows_chrome","333","334","2","trqRTuN-XIuc1mKYUV","724981498","200","200","0","0","16","5c4e0bb0db45e2d1b3a14f817196ebd6","d29e59bf0f7f8243858b8183f14d4412","0"
"5","12","windows_chrome","3","12","2","trqRTuMvjTN7X9KbuKz","1624756681","300","250","0","0","111","e1af08818a6cd6bbba118bb54a651961","a5d0bde104fea52ea466c77b37948424","0"
"5","23","windows_ie","216","226","3","5F1RQS9rg5scFsf","News_F_Rectangle","300","250","0","0","80","a499988a822facd86dd0e8e4ffef8532","bebefa5efe83beee17a3d245e7c5085b","0"
"3","14","windows_ie","80","88","3","DDTSQuf0MTTNaqKIvMpENpn","ALLINONE_F_Width1","1000","90","0","0","70","a10c31a8ff5f42930b4c34035e523886","d29e59bf0f7f8243858b8183f14d4412","0"
"4","17","windows_chrome","216","220","3","120b1f55d5a56547dad95f33d568fdee","Finance_GGCX_F_GGMG_ZQ1","180","600","Na","Na","20","12615","null","0"
"3","16","windows_ie","333","340","1","trqRTvFoMNmIFY5SaMpENpn","mm_10029307_121417_10790029","336","280","2","1","0","77819d3e0b3467fe5c7b16d68ad923a1","bebefa5efe83beee17a3d245e7c5085b","0"
"6","3","windows_ie","216","233","1","trqRTJl4PyCy1m58uG","mm_18021524_3152351_11046056","300","250","1","1","0","00fccc64a1ee2809348509b7ac2a97a5","b2e35064f3549d447edbbdfb1f707c8c","0"
"5","13","windows_chrome","275","275","2","trqRTuMvjTN7X9KbuKz","1074451248","728","90","0","0","148","4ad7e35171a3d8de73bb862791575f2e","d29e59bf0f7f8243858b8183f14d4412","0"
"4","0","windows_chrome","0","0","3","5F1RQS9rg5scFsf","News_F_Width1","1000","90","0","0","80","d01411218cc79bc49d2a4078c4093b76","b2e35064f3549d447edbbdfb1f707c8c","0"
"2","9","windows_ie","146","153","3","5F1RQS9rg5scFsf","News_F_Width1","1000","90","0","0","80","0cd33fcb336655841d3e1441b915748d","c8758e8658b05bc3a88af7b37bdf0575","0"
"4","14","windows_chrome","146","153","3","3SKoteC0gQ27gspy","Game_F_Width1","1000","90","0","0","50","832b91d59d0cb5731431653204a76c0e","bebefa5efe83beee17a3d245e7c5085b","0"
"6","17","windows_chrome","308","309","3","3FF-e59aG5syJqKbuKz","ALLINONE_F_Width1","1000","90","0","0","70","d01411218cc79bc49d2a4078c4093b76","b2e35064f3549d447edbbdfb1f707c8c","0"
"4","20","windows_ie","183","184","3","5F1RQS9rg5scFsf","News_F_Width1","1000","90","0","0","80","86c2543527c86a893d4d4f68810a0416","43f4a37f42a7c5e6219e2601b26c6976","0"
"0","23","windows_chrome","94","101","3","5F1RQS9rg5scFsf","News_F_Width1","1000","90","0","0","80","86c2543527c86a893d4d4f68810a0416","43f4a37f42a7c5e6219e2601b26c6976","0"
"4","0","windows_ie","146","147","3","5F1RQS9rg5scFsf","News_F_Width1","1000","90","0","0","80","d01411218cc79bc49d2a4078c4093b76","b2e35064f3549d447edbbdfb1f707c8c","0"
"5","14","windows_chrome","2","2","1","null","mm_30232185_2681382_11097976","950","90","0","1","0","c938195f9e404b4f38c7e71bf50263e5","a3becb967c015e9acb5e72f22b100ef8","0"
"4","20","windows_chrome","146","162","2","a2c09a969d69726375c07f38c36dc92b","3643178090","300","250","FirstView","Na","5","10722","null","0"
"6","17","android_safari","94","101",,"null","1","320","50","FirstView","Na","6","12987","null","0"
"4","14","windows_ie","238","240","2","cc326c331bc66e61e23cc9355a033241","1516421703","200","200","OtherView","Na","5","12616","null","0"
"6","16","windows_ie","276","286","3","kK1gq61NdoTy1m58uG","Lady_F_Width1","1000","90","0","0","20","86c2543527c86a893d4d4f68810a0416","43f4a37f42a7c5e6219e2601b26c6976","0"
"4","15","windows_chrome","124","129","2","trqRTvdaQ9s71m58uG","3676949545","728","90","2","0","5","59f065a795a663140e36eec106464524","f4a09c06b67d0fcce088ee6e86ca052a","0"
"6","17","windows_theworld","79","79","3","3KFal19xGq1m1YdI5SqfNX","ALLINONE_F_Width1","1000","90","0","0","70","86c2543527c86a893d4d4f68810a0416","43f4a37f42a7c5e6219e2601b26c6976","0"
"4","13","windows_chrome","216","222","2","cbf15c0d399e933bf18bda41481b4658","2589251744","728","90","OtherView","Na","5","7330","null","0"
"2","0","windows_ie","134","135","1","trqRTummPvas1m58uG","mm_10058411_2865562_9929053","300","250","2","1","0","911b2d84826786018761e8c0b0a3a60c","d29e59bf0f7f8243858b8183f14d4412","0"
"0","13","windows_chrome","80","90","2","trqRTu1yX9q7amNouScWvpdh","2949823537","160","600","2","0","5","6fb071c11134e5078c1184ef1370a110","0f951a030abdaedd733ee8d114ce2944","0"
"6","14","windows_ie","3","4","3","DD1SqS9rg5scFsf","Auto_F_Rectangle","300","250","0","0","50","e1af08818a6cd6bbba118bb54a651961","a5d0bde104fea52ea466c77b37948424","0"
"2","0","windows_chrome","216","227","2","ef920f4f35e3a31b78a4b9eb2d6c191d","3822458468","250","250","OtherView","Na","5","7321","null","0"
"6","0","windows_chrome","276","277","2","5F1RQS9oGNq7X9KbuKz","3175797632","120","600","0","0","250","e87d7633d474589c2e2e3ba4eda53f6c","361e128affece850342293213691a043","0"
"6","14","windows_chrome","216","232","2","13625cb070ffb306b425cd803c4b7ab4","2267219858","300","250","OtherView","Na","148","7323","null","0"
"4","0","windows_ie","40","41","1","trqRTvpogNlyDok4JKTI","mm_10032051_2374052_9577342","950","90","2","1","0","cc9b344e950b4f8c2b96537174a343b7","d29e59bf0f7f8243858b8183f14d4412","0"
"2","1","windows_chrome","40","41","1","lsxvGpuvjZqo1mKYUV","mm_30232185_2681382_11214910","360","300","0","1","0","16ff51916f0c796ec72eefc633c4a8ed","0f951a030abdaedd733ee8d114ce2944","0"
"0","14","windows_ie","106","113","2","trqRTuMvjTN7X9KbuKz","3195670606","728","90","0","0","59","48f2e9ba15708c0146bda5e1dd653caa","bebefa5efe83beee17a3d245e7c5085b","0"
"4","21","windows_ie","344","346","1","trqRTJjSLepEj9KbuKz","mm_30203027_2687394_10556500","728","90","2","1","0","48f2e9ba15708c0146bda5e1dd653caa","bebefa5efe83beee17a3d245e7c5085b","0"
"6","17","windows_ie","27","28","3","DD1SqS9rg5scFsf","ALLINONE_F_Width1","1000","90","0","0","70","832b91d59d0cb5731431653204a76c0e","bebefa5efe83beee17a3d245e7c5085b","0"
"4","0","windows_firefox","80","84","2","null","1668445524","728","90","2","0","5","4ad7e35171a3d8de73bb862791575f2e","d29e59bf0f7f8243858b8183f14d4412","0"
"4","0","windows_other","276","284","2","trqRTJB8L6usjMd8vKmANKTRmT2","2023617916","336","280","2","0","5","13606a7c541dcd9ca1948875a760bb31","d29e59bf0f7f8243858b8183f14d4412","0"
"0","15","windows_ie","80","85","1","trqRTvqEQxscFsf4JKn","mm_40692858_3499078_11444270","300","250","0","1","0","e1af08818a6cd6bbba118bb54a651961","a5d0bde104fea52ea466c77b37948424","0"
"5","10","windows_ie","80","89","1","DFF4V19RQqsNgMb4uSFK","mm_10839307_2308336_9004871","300","250","2","1","0","911b2d84826786018761e8c0b0a3a60c","d29e59bf0f7f8243858b8183f14d4412","0"
"1","21","windows_ie","183","187","2","D1xYG5p0dNdvjMxY5SqfNX","381865865","468","60","2","0","5","612599432d200b093719dd1f372f7a30","bebefa5efe83beee17a3d245e7c5085b","0"
"6","3","windows_chrome","1","1","1","trqRTvNaM9KS1m58uMpEN0","mm_31562873_3010990_11253118","300","250","2","1","0","00fccc64a1ee2809348509b7ac2a97a5","b2e35064f3549d447edbbdfb1f707c8c","0"
"1","12","windows_ie","106","120","1","5On-exFoMNTYjg5f5SqfNX","mm_10012236_2810451_10618521","300","250","2","1","0","e1af08818a6cd6bbba118bb54a651961","a5d0bde104fea52ea466c77b37948424","0"
"1","22","windows_chrome","0","0","2","trqRTvdEBQ1oXMR4JKn","3148713709","160","600","2","0","5","dba9860463419dcd6c1b0152dfe7314c","d29e59bf0f7f8243858b8183f14d4412","0"
"5","3","windows_ie","3","13","4","a1fa56085052361b2840cf552235ec8d","9223372032560926738","960","90","FirstView","Na","0","10717","null","0"
"6","18","windows_ie","79","79","1","trqRTJpxBqsb1m58uG","mm_11596315_1356062_9260966","728","90","1","1","0","4b724cd63dfb905ebcd54e64572c646d","b2e35064f3549d447edbbdfb1f707c8c","0"
"2","12","windows_ie","80","85","3","3KFal19xGq1m1YdI5SqfNX","Digital_F_Width1","1000","90","0","0","31","c46090c887c257b61ab1fa11baee91d8","0f951a030abdaedd733ee8d114ce2944","0"
"2","20","windows_chrome","94","104","1","eA1XTupSMZq81YT9UDaWvpdh","mm_15191080_2147689_9068851","300","250","0","1","0","449a22cd91d9042eda3d3a1b89a22ea8","0f951a030abdaedd733ee8d114ce2944","0"
"3","13","windows_ie","216","233","1","b5107f85f1bf101f94acc4249c6fe557","mm_15474462_3446273_14282586","300","250","Na","Na","0","7323","null","0"
"4","14","windows_ie","80","81","2","null","18038456","300","250","2","0","39","44966cc8da1ed40c95d59e863c8c75f0","361e128affece850342293213691a043","0"
"6","18","windows_ie","216","222","2","2b4dacd6bb504cfe785cca94a87aa4ec","1596242627","336","280","OtherView","Na","4","7326","null","0"
"3","9","windows_chrome","65","66","2","trqRTJn7O95I1mKYUV","1720123646","250","250","2","0","5","2abc9eaf57d17a96195af3f63c45dc72","bebefa5efe83beee17a3d245e7c5085b","0"
"0","4","windows_ie","146","147","3","5F1RQS9rg5scFsf","News_F_Width1","1000","90","0","0","80","0cd33fcb336655841d3e1441b915748d","c8758e8658b05bc3a88af7b37bdf0575","0"
"4","15","windows_ie","40","46","3","5F1RQS9rg5scFsf","News_F_Width1","1000","90","0","0","80","c46090c887c257b61ab1fa11baee91d8","0f951a030abdaedd733ee8d114ce2944","0"
"6","19","windows_ie","216","235","2","trqRTvKaXTKfgg24JKTI","2015392487","200","200","2","0","5","82f125e356439d73902ae85e2be96777","361e128affece850342293213691a043","0"
"6","10","windows_ie","65","66","1","DFpETuxoGQdcFNKbuKz","mm_10024662_3445902_11178345","336","280","2","1","0","77819d3e0b3467fe5c7b16d68ad923a1","bebefa5efe83beee17a3d245e7c5085b","0"
"2","9","windows_ie","1","1","3","ersbQv1RdoTy1m58uG","ALLINONE_F_Width1","1000","90","0","0","70","c46090c887c257b61ab1fa11baee91d8","0f951a030abdaedd733ee8d114ce2944","0"
"5","20","windows_ie","216","217","2","632067d2492d6edad8af0f569c752f7b","4056663416","336","280","OtherView","Na","5","7326","null","0"
"1","14","windows_chrome","216","219","3","142382a759a2cb2aa094f46a32ea70e2","discuz_8810998_008","960","90","Na","Na","20","7335","null","0"
"2","11","windows_ie","1","1","3","3SCYZrn0Qo18XMB4JKTI","discuz_18316225_004","728","90","0","0","20","b90c12ed2bd7950c6027bf9c6937c48a","43f4a37f42a7c5e6219e2601b26c6976","0"
"5","22","windows_firefox","0","0","1","eKFjTu1Jgqc7gspy","mm_26632216_3300745_10762414","728","90","1","1","0","59f065a795a663140e36eec106464524","f4a09c06b67d0fcce088ee6e86ca052a","0"
"5","22","windows_ie","374","399","3","31xSTvprdN1RFt","Ent_F_Upright","300","250","0","0","50","a499988a822facd86dd0e8e4ffef8532","bebefa5efe83beee17a3d245e7c5085b","0"
